Product_ID,SKU,Product_Name,Brand,Supplier_ID,Category,Subcategory,Price_Segment,Unit_Cost,Unit_Price,Base_Margin_Rate,Launch_Date,Product_Status
100409,NVX-100409,Elegant Glass Vanity Unit,HomeCraft,2084,Garden,Planter,Premium,90.46,167.86,0.4611,2024-11-16,Active
100410,NVX-100410,Classic Oak BBQ,Forma Casa,2054,Home Office,Bookcase,Premium,51.26,87.53,0.4144,2024-08-18,Active
100411,NVX-100411,Modern Walnut Sofa,Oak & Stone,2207,Bathroom,Vanity Unit,Entry,50.58,90.37,0.4403,2023-07-26,Active
100412,NVX-100412,Comfort Velvet Outdoor Table,Oak & Stone,2071,Storage,Cabinet,Entry,207.48,437.39,0.5256,2022-09-15,Active
100413,NVX-100413,Nordic Rattan Lamp,Nordic Living,2252,Garden,Outdoor Table,Entry,54.68,105.54,0.4819,2026-01-08,Active
100414,NVX-100414,Minimalist Fabric Mirror,HomeCraft,2219,Storage,Metal Rack,Mid-Range,82.39,173.55,0.5253,2023-03-24,Active
100415,NVX-100415,Urban Walnut Lamp,Linea Design,2047,Living Room,Corner Sofa,Mid-Range,642.91,1028.41,0.3749,2025-03-01,Active
100416,NVX-100416,Premium Walnut Metal Rack,Green Habitat,2216,Bedroom,Wardrobe,Mid-Range,238.55,382.1,0.3757,2025-07-30,Active
100417,NVX-100417,Natural Marble BBQ,HomeCraft,2346,Lighting,Table Lamp,Mid-Range,65.76,150.62,0.5634,2020-10-14,Active
100418,NVX-100418,Compact Rattan TV Unit,Lumina,2266,Living Room,Armchair,Mid-Range,555.92,830.3,0.3305,2020-09-03,Active
100419,NVX-100419,Nordic Velvet Vanity Unit,Novexa Essentials,2237,Garden,BBQ,Entry,38.57,72.53,0.4682,2026-07-16,Active
100420,NVX-100420,Elegant Pine Desk Lamp,Lumina,2043,Bathroom,Vanity Unit,Mid-Range,43.36,94.83,0.5428,2025-07-13,Active
100421,NVX-100421,Classic Fabric TV Unit,Atelier Home,2058,Home Office,Filing Cabinet,Mid-Range,71.97,148.64,0.5158,2022-12-02,Active
100422,NVX-100422,Premium Oak Mirror,UrbanNest,2379,Bathroom,Vanity Unit,Entry,48.84,94.83,0.485,2023-05-16,Active
100423,NVX-100423,Vintage Marble Shelf,UrbanNest,2094,Storage,Basket,Entry,96.57,176.04,0.4514,2023-12-02,Active
100424,NVX-100424,Natural Metal Shelf,Lumina,2045,Garden,Garden Storage,Mid-Range,64.51,110.67,0.4171,2022-11-17,Active
100425,NVX-100425,Elegant Glass Outdoor Chair,Oak & Stone,2156,Living Room,Coffee Table,Mid-Range,586.03,935.41,0.3735,2024-05-17,Active
100426,NVX-100426,Natural Oak Storage Box,UrbanNest,2197,Garden,BBQ,Mid-Range,89.14,154.8,0.4242,2022-11-10,Active
100427,NVX-100427,Premium Glass Mirror,Lumina,2085,Kitchen,Dining Chair,Premium,36.3,61.84,0.413,2024-03-23,Active
100428,NVX-100428,Premium Oak Sideboard,UrbanNest,2026,Living Room,Bookcase,Entry,633.57,905.28,0.3001,2025-06-25,Active
100429,NVX-100429,Modern Rattan Floor Lamp,Atelier Home,2098,Lighting,Pendant Light,Entry,77.83,145.91,0.4666,2025-05-11,Active
100430,NVX-100430,Contemporary Bamboo Mirror,Novexa Essentials,2375,Garden,Planter,Premium,65.19,123.75,0.4732,2024-03-29,Discontinued
100431,NVX-100431,Premium Velvet Pendant Light,Linea Design,2304,Home Office,Office Chair,Mid-Range,62.46,136.6,0.5428,2024-05-21,Active
100432,NVX-100432,Contemporary Ceramic Shelf,Atelier Home,2010,Living Room,Corner Sofa,Premium,1032.39,1766.47,0.4156,2020-06-24,Active
100433,NVX-100433,Urban Metal TV Unit,Lumina,2299,Garden,Planter,Entry,107.1,237.49,0.549,2020-08-20,Discontinued
100434,NVX-100434,Nordic Pine Wall Light,UrbanNest,2112,Kitchen,Kitchen Island,Entry,27.24,58.93,0.5378,2026-06-29,Discontinued
100435,NVX-100435,Nordic Marble Storage Box,Novexa Essentials,2139,Home Office,Desk,Mid-Range,111.0,192.82,0.4243,2022-01-23,Active
100436,NVX-100436,Modern Rattan Desk,Forma Casa,2356,Storage,Plastic Box,Mid-Range,213.13,447.7,0.5239,2026-01-26,Active
100437,NVX-100437,Signature Marble Bed,Nordic Living,2213,Lighting,Wall Light,Entry,30.98,64.55,0.5201,2025-06-06,Active
100438,NVX-100438,Essential Walnut Kitchen Island,Nordic Living,2049,Home Office,Office Chair,Mid-Range,101.45,207.55,0.5112,2024-04-09,Active
100439,NVX-100439,Essential Metal Bar Stool,Atelier Home,2052,Living Room,Coffee Table,Mid-Range,794.57,1222.97,0.3503,2025-12-31,Active
100440,NVX-100440,Smart Metal Outdoor Chair,Green Habitat,2303,Decoration,Vase,Mid-Range,36.52,64.11,0.4304,2026-10-08,Active
100441,NVX-100441,Classic Glass Pendant Light,UrbanNest,2046,Bedroom,Bed,Entry,223.44,394.56,0.4337,2026-01-14,Active
100442,NVX-100442,Signature Marble TV Unit,Lumina,2042,Bedroom,Chest of Drawers,Mid-Range,285.9,445.32,0.358,2022-12-08,Active
100443,NVX-100443,Essential Ceramic Outdoor Table,HomeCraft,2315,Storage,Plastic Box,Premium,168.39,371.91,0.5472,2020-08-02,Active
100444,NVX-100444,Vintage Oak Bench,Novexa Essentials,2143,Bathroom,Tall Cabinet,Entry,65.87,115.33,0.4289,2020-08-31,Discontinued
100445,NVX-100445,Vintage Metal Dining Table,Green Habitat,2207,Lighting,Desk Lamp,Mid-Range,71.57,136.19,0.4745,2022-07-09,Active
100446,NVX-100446,Compact Bamboo Lamp,Forma Casa,2229,Living Room,Rug,Entry,911.46,1307.37,0.3028,2021-02-04,Active
100447,NVX-100447,Premium Velvet Storage Box,Green Habitat,2303,Bathroom,Tall Cabinet,Entry,44.0,78.34,0.4383,2022-02-28,Active
100448,NVX-100448,Smart Fabric Vanity Unit,Novexa Essentials,2349,Garden,Planter,Mid-Range,134.75,269.13,0.4993,2020-12-12,Active
100449,NVX-100449,Natural Glass Desk,Green Habitat,2293,Living Room,Corner Sofa,Premium,327.3,503.1,0.3494,2020-04-12,Active
100450,NVX-100450,Compact Ceramic Sideboard,Green Habitat,2293,Decoration,Vase,Mid-Range,34.0,60.31,0.4362,2022-11-25,Active
100451,NVX-100451,Premium Fabric Kitchen Island,HomeCraft,2118,Living Room,Sofa,Mid-Range,646.13,1163.11,0.4445,2022-11-02,Active
100452,NVX-100452,Comfort Metal Wall Light,Lumina,2144,Decoration,Clock,Premium,117.01,236.85,0.506,2024-08-08,Active
100453,NVX-100453,Modern Pine Office Chair,Lumina,2067,Bedroom,Wardrobe,Mid-Range,509.54,872.54,0.416,2026-10-26,Active
100454,NVX-100454,Contemporary Pine Cabinet,HomeCraft,2121,Decoration,Wall Art,Mid-Range,62.24,118.25,0.4737,2025-03-13,Active
100455,NVX-100455,Modern Steel Cabinet,Green Habitat,2084,Garden,Garden Storage,Premium,59.96,116.22,0.4841,2020-05-25,Active
100456,NVX-100456,Premium Steel Chest of Drawers,Novexa Essentials,2017,Home Office,Bookcase,Mid-Range,81.59,173.43,0.5296,2024-11-28,Active
100457,NVX-100457,Essential Bamboo Chest of Drawers,Novexa Essentials,2311,Living Room,TV Unit,Entry,338.59,615.17,0.4496,2022-10-24,Active
100458,NVX-100458,Signature Ceramic BBQ,Novexa Essentials,2009,Living Room,Sideboard,Mid-Range,414.85,636.21,0.3479,2024-07-14,Active
100459,NVX-100459,Premium Velvet Kitchen Island,Linea Design,2015,Decoration,Cushion,Entry,118.26,256.8,0.5395,2026-11-26,Active
100460,NVX-100460,Essential Steel Bookcase,Lumina,2207,Kitchen,Bar Stool,Mid-Range,36.66,76.75,0.5223,2021-11-24,Active
100461,NVX-100461,Modern Pine Wall Light,Linea Design,2047,Lighting,Wall Light,Mid-Range,46.66,101.65,0.541,2022-03-02,Active
100462,NVX-100462,Natural Velvet TV Unit,Green Habitat,2378,Garden,Planter,Entry,123.89,221.78,0.4414,2024-03-03,Active
100463,NVX-100463,Premium Bamboo Office Desk,Linea Design,2208,Bathroom,Tall Cabinet,Mid-Range,58.33,100.04,0.4169,2026-01-10,Active
100464,NVX-100464,Premium Marble Metal Rack,Forma Casa,2189,Kitchen,Kitchen Shelf,Entry,27.47,53.86,0.49,2026-01-19,Active
100465,NVX-100465,Urban Velvet Floor Lamp,Green Habitat,2268,Decoration,Cushion,Entry,58.1,114.1,0.4908,2021-05-06,Active
100466,NVX-100466,Compact Metal BBQ,Oak & Stone,2228,Garden,BBQ,Entry,61.27,123.77,0.505,2020-12-24,Active
100467,NVX-100467,Compact Bamboo Drawer,Oak & Stone,2190,Home Office,Filing Cabinet,Premium,62.38,127.21,0.5096,2022-01-29,Active
100468,NVX-100468,Smart Rattan Pendant Light,Novexa Essentials,2135,Kitchen,Kitchen Shelf,Mid-Range,29.75,63.97,0.5349,2022-07-15,Active
100469,NVX-100469,Natural Glass Mirror,Forma Casa,2186,Home Office,Office Chair,Mid-Range,74.69,132.85,0.4378,2022-02-08,Active
100470,NVX-100470,Natural Fabric Shelf,Linea Design,2189,Lighting,Floor Lamp,Mid-Range,27.12,53.85,0.4964,2024-03-03,Active
100471,NVX-100471,Nordic Oak Mirror,Linea Design,2312,Storage,Basket,Mid-Range,157.37,265.86,0.4081,2023-03-20,Active
100472,NVX-100472,Comfort Bamboo Pendant Light,Novexa Essentials,2348,Kitchen,Dining Chair,Mid-Range,25.07,44.56,0.4374,2025-07-21,Active
100473,NVX-100473,Classic Pine Armchair,Atelier Home,2066,Kitchen,Dining Chair,Entry,51.42,99.14,0.4813,2022-12-14,Active
100474,NVX-100474,Premium Ceramic Pendant Light,Nordic Living,2262,Lighting,Pendant Light,Mid-Range,78.98,147.78,0.4656,2026-01-01,Active
100475,NVX-100475,Urban Pine Nightstand,Green Habitat,2203,Storage,Metal Rack,Mid-Range,148.86,296.89,0.4986,2026-09-14,Active
100476,NVX-100476,Contemporary Bamboo Dining Table,Linea Design,2298,Decoration,Cushion,Entry,40.26,84.39,0.5229,2024-11-24,Active
100477,NVX-100477,Signature Oak Drawer,Green Habitat,2351,Living Room,Rug,Mid-Range,446.02,694.4,0.3577,2024-07-10,Active
100478,NVX-100478,Urban Steel Wardrobe,Lumina,2079,Living Room,Rug,Mid-Range,856.5,1229.6,0.3034,2022-07-11,Active
100479,NVX-100479,Nordic Pine Coffee Table,Lumina,2180,Decoration,Cushion,Mid-Range,110.78,222.63,0.5024,2026-05-05,Active
100480,NVX-100480,Comfort Bamboo TV Unit,Lumina,2117,Storage,Shelf,Mid-Range,137.67,299.45,0.5403,2025-09-20,Active
100481,NVX-100481,Nordic Metal Dining Table,UrbanNest,2395,Living Room,Corner Sofa,Entry,410.64,592.69,0.3072,2025-01-13,Active
100482,NVX-100482,Nordic Ceramic Bar Stool,HomeCraft,2105,Bedroom,Dresser,Mid-Range,227.74,403.91,0.4362,2020-10-08,Active
100483,NVX-100483,Comfort Pine Bed,Lumina,2076,Garden,Garden Storage,Mid-Range,39.0,69.54,0.4392,2022-10-21,Active
100484,NVX-100484,Classic Metal Vanity Unit,UrbanNest,2183,Home Office,Filing Cabinet,Mid-Range,93.04,166.02,0.4396,2021-01-14,Active
100485,NVX-100485,Comfort Steel Kitchen Island,Linea Design,2283,Kitchen,Bar Stool,Mid-Range,26.56,45.65,0.4182,2022-03-01,Active
100486,NVX-100486,Signature Pine Pendant Light,Green Habitat,2273,Storage,Metal Rack,Mid-Range,83.17,179.94,0.5378,2026-12-25,Active
100487,NVX-100487,Elegant Glass Outdoor Table,Linea Design,2359,Decoration,Wall Art,Mid-Range,110.21,213.31,0.4833,2024-10-02,Active
100488,NVX-100488,Elegant Glass Dining Table,Linea Design,2194,Lighting,Floor Lamp,Mid-Range,88.99,217.05,0.59,2024-05-13,Discontinued
100489,NVX-100489,Classic Steel Shelf,HomeCraft,2058,Kitchen,Dining Chair,Entry,52.78,99.68,0.4705,2022-07-25,Active
100490,NVX-100490,Contemporary Steel Bar Stool,Linea Design,2370,Home Office,Desk,Mid-Range,70.38,139.36,0.495,2021-12-20,Active
100491,NVX-100491,Urban Steel Chair,HomeCraft,2008,Lighting,Wall Light,Mid-Range,59.54,126.39,0.5289,2026-01-01,Active
100492,NVX-100492,Nordic Fabric Bar Stool,HomeCraft,2058,Garden,Garden Storage,Premium,44.85,99.08,0.5473,2024-09-14,Active
100493,NVX-100493,Nordic Marble Dining Table,Atelier Home,2242,Garden,Outdoor Chair,Entry,100.39,197.78,0.4924,2025-04-14,Active
100494,NVX-100494,Smart Metal Chair,Nordic Living,2126,Storage,Shelf,Entry,185.2,326.6,0.4329,2022-07-09,Active
100495,NVX-100495,Essential Oak Metal Rack,Linea Design,2272,Decoration,Mirror,Mid-Range,46.82,81.22,0.4235,2023-05-20,Active
100496,NVX-100496,Compact Pine Cabinet,Nordic Living,2240,Living Room,Bookcase,Premium,579.34,939.03,0.383,2024-04-22,Active
100497,NVX-100497,Classic Pine Bar Stool,Oak & Stone,2396,Bathroom,Mirror,Mid-Range,49.12,100.04,0.509,2026-12-20,Active
100498,NVX-100498,Compact Walnut Vanity Unit,HomeCraft,2049,Decoration,Cushion,Entry,98.37,176.09,0.4414,2026-11-02,Active
100499,NVX-100499,Premium Glass Vanity Unit,Forma Casa,2384,Kitchen,Dining Table,Entry,36.97,62.89,0.4121,2024-03-26,Active
100500,NVX-100500,Contemporary Walnut Sofa,Oak & Stone,2179,Decoration,Mirror,Premium,34.97,64.82,0.4605,2026-05-01,Active
100501,NVX-100501,Signature Walnut TV Unit,Forma Casa,2125,Kitchen,Kitchen Island,Mid-Range,40.55,67.89,0.4027,2024-02-01,Active
100502,NVX-100502,Natural Oak Dining Table,Atelier Home,2236,Living Room,Sideboard,Premium,782.94,1252.84,0.3751,2026-08-10,Active
100503,NVX-100503,Nordic Fabric Cabinet,Atelier Home,2057,Living Room,Rug,Mid-Range,739.54,1071.87,0.31,2025-01-25,Active
100504,NVX-100504,Natural Pine Sofa,Linea Design,2287,Lighting,Desk Lamp,Entry,37.1,79.15,0.5313,2022-05-05,Active
100505,NVX-100505,Natural Oak Kitchen Island,Green Habitat,2202,Lighting,Floor Lamp,Mid-Range,55.5,107.27,0.4826,2026-07-16,Active
100506,NVX-100506,Vintage Metal Planter,Novexa Essentials,2214,Storage,Basket,Mid-Range,138.19,246.85,0.4402,2022-06-02,Active
100507,NVX-100507,Smart Fabric Kitchen Island,Green Habitat,2005,Living Room,Coffee Table,Entry,879.13,1380.52,0.3632,2024-12-16,Active
100508,NVX-100508,Contemporary Velvet Lamp,Nordic Living,2317,Bathroom,Vanity Unit,Entry,41.73,74.93,0.4431,2020-01-28,Active
100509,NVX-100509,Classic Bamboo Mirror,Oak & Stone,2074,Kitchen,Dining Chair,Mid-Range,46.06,94.39,0.512,2026-05-01,Active
100510,NVX-100510,Nordic Metal Floor Lamp,Atelier Home,2170,Kitchen,Dining Chair,Mid-Range,48.9,89.28,0.4523,2020-01-04,Active
100511,NVX-100511,Vintage Ceramic Outdoor Chair,Lumina,2193,Kitchen,Dining Table,Mid-Range,54.05,118.57,0.5442,2020-06-06,Active
100512,NVX-100512,Natural Glass Desk,Lumina,2212,Garden,Outdoor Chair,Mid-Range,42.82,84.12,0.491,2020-07-25,Active
100513,NVX-100513,Smart Rattan Bed,Nordic Living,2074,Bathroom,Mirror,Premium,45.34,79.99,0.4332,2021-02-11,Active
100514,NVX-100514,Classic Glass Lamp,Oak & Stone,2262,Living Room,Coffee Table,Mid-Range,579.08,860.98,0.3274,2023-04-25,Active
100515,NVX-100515,Minimalist Marble Nightstand,Novexa Essentials,2090,Home Office,Office Chair,Mid-Range,80.47,153.27,0.475,2021-11-25,Active
100516,NVX-100516,Contemporary Marble Outdoor Chair,Forma Casa,2088,Bedroom,Bed,Entry,336.82,574.3,0.4135,2024-08-06,Active
100517,NVX-100517,Modern Fabric Office Desk,Nordic Living,2198,Decoration,Clock,Mid-Range,83.21,164.83,0.4952,2024-08-03,Active
100518,NVX-100518,Essential Oak Office Chair,Atelier Home,2250,Home Office,Office Chair,Premium,71.58,121.37,0.4102,2020-05-03,Active
100519,NVX-100519,Comfort Metal Bench,Nordic Living,2040,Garden,Outdoor Chair,Entry,64.05,131.06,0.5113,2022-05-08,Active
100520,NVX-100520,Premium Glass Nightstand,Nordic Living,2094,Living Room,Sofa,Entry,561.97,870.79,0.3546,2024-09-28,Active
100521,NVX-100521,Vintage Rattan Storage Box,Green Habitat,2344,Home Office,Filing Cabinet,Mid-Range,64.58,131.34,0.5083,2025-10-18,Active
100522,NVX-100522,Natural Oak Floor Lamp,Atelier Home,2367,Kitchen,Kitchen Shelf,Entry,35.66,74.97,0.5243,2023-07-29,Active
100523,NVX-100523,Premium Marble Drawer,Oak & Stone,2098,Storage,Shelf,Mid-Range,82.13,177.07,0.5362,2021-05-30,Active
100524,NVX-100524,Essential Steel Wardrobe,Linea Design,2342,Kitchen,Kitchen Shelf,Premium,38.37,84.58,0.5463,2026-05-26,Active
100525,NVX-100525,Minimalist Bamboo Outdoor Chair,Atelier Home,2358,Bathroom,Mirror,Mid-Range,77.1,141.96,0.4569,2025-02-03,Active
100526,NVX-100526,Vintage Metal Kitchen Island,Atelier Home,2012,Storage,Cabinet,Premium,149.41,297.95,0.4985,2025-09-08,Active
100527,NVX-100527,Compact Fabric Nightstand,Green Habitat,2114,Decoration,Cushion,Premium,72.25,158.93,0.5454,2025-01-04,Discontinued
100528,NVX-100528,Elegant Metal Storage Box,Novexa Essentials,2215,Living Room,Sofa,Mid-Range,953.61,1368.15,0.303,2021-11-17,Active
100529,NVX-100529,Compact Ceramic Bar Stool,Novexa Essentials,2353,Living Room,Rug,Premium,560.07,988.68,0.4335,2025-03-22,Active
100530,NVX-100530,Natural Glass TV Unit,Novexa Essentials,2182,Kitchen,Kitchen Cabinet,Mid-Range,25.74,49.54,0.4804,2025-01-03,Active
100531,NVX-100531,Smart Steel Armchair,HomeCraft,2339,Bathroom,Vanity Unit,Premium,48.42,91.92,0.4732,2021-03-13,Active
100532,NVX-100532,Compact Oak Bed,Green Habitat,2239,Home Office,Desk,Premium,77.3,134.7,0.4261,2020-10-01,Active
100533,NVX-100533,Compact Rattan Dining Table,Nordic Living,2047,Bedroom,Dresser,Mid-Range,413.07,739.92,0.4417,2020-12-24,Active
100534,NVX-100534,Modern Rattan Lamp,UrbanNest,2270,Bathroom,Storage Cabinet,Mid-Range,44.59,92.8,0.5195,2026-05-18,Active
100535,NVX-100535,Premium Steel Wardrobe,HomeCraft,2373,Kitchen,Kitchen Island,Mid-Range,29.24,49.14,0.405,2020-08-05,Active
100536,NVX-100536,Elegant Velvet Bar Stool,Forma Casa,2327,Bedroom,Chest of Drawers,Entry,327.41,584.2,0.4396,2021-06-17,Active
100537,NVX-100537,Comfort Ceramic Basket,Green Habitat,2089,Decoration,Mirror,Entry,83.42,155.23,0.4626,2021-11-16,Active
100538,NVX-100538,Contemporary Metal Sideboard,UrbanNest,2252,Storage,Cabinet,Mid-Range,64.83,132.5,0.5107,2023-04-12,Active
100539,NVX-100539,Signature Bamboo Planter,Novexa Essentials,2117,Living Room,Bookcase,Mid-Range,399.85,598.76,0.3322,2022-09-06,Active
100540,NVX-100540,Elegant Walnut Desk Lamp,UrbanNest,2215,Storage,Plastic Box,Entry,125.63,215.53,0.4171,2023-05-10,Active
100541,NVX-100541,Premium Bamboo Outdoor Chair,Nordic Living,2243,Decoration,Vase,Mid-Range,86.23,167.54,0.4853,2025-02-15,Active
100542,NVX-100542,Vintage Velvet TV Unit,UrbanNest,2191,Kitchen,Kitchen Island,Entry,40.91,75.69,0.4595,2020-03-23,Active
100543,NVX-100543,Essential Velvet Chair,Green Habitat,2277,Lighting,Floor Lamp,Mid-Range,32.8,60.19,0.4551,2025-10-31,Active
100544,NVX-100544,Natural Fabric Desk Lamp,HomeCraft,2044,Decoration,Clock,Premium,88.47,167.03,0.4703,2022-10-02,Active
100545,NVX-100545,Premium Ceramic Cabinet,Novexa Essentials,2145,Home Office,Desk,Entry,68.17,116.77,0.4162,2024-06-29,Active
100546,NVX-100546,Premium Metal Planter,Green Habitat,2177,Decoration,Clock,Entry,79.38,143.03,0.445,2021-06-07,Active
100547,NVX-100547,Minimalist Steel Drawer,Novexa Essentials,2052,Bathroom,Mirror,Mid-Range,41.25,90.67,0.5451,2026-02-22,Active
100548,NVX-100548,Minimalist Ceramic Pendant Light,Green Habitat,2206,Lighting,Pendant Light,Entry,83.66,153.68,0.4556,2023-02-05,Active
100549,NVX-100549,Essential Fabric Storage Box,Novexa Essentials,2172,Kitchen,Bar Stool,Premium,39.11,67.19,0.4179,2026-06-11,Active
100550,NVX-100550,Premium Rattan Wall Light,Atelier Home,2129,Home Office,Office Chair,Entry,45.79,82.18,0.4428,2023-11-06,Active
100551,NVX-100551,Premium Rattan Lamp,Lumina,2164,Decoration,Vase,Entry,64.08,117.4,0.4542,2025-07-14,Active
100552,NVX-100552,Comfort Rattan Dining Table,HomeCraft,2123,Living Room,Armchair,Entry,909.23,1489.46,0.3896,2026-12-03,Active
100553,NVX-100553,Minimalist Pine Shelf,HomeCraft,2196,Kitchen,Kitchen Island,Mid-Range,37.68,70.09,0.4624,2020-07-07,Active
100554,NVX-100554,Urban Glass Office Desk,Novexa Essentials,2357,Kitchen,Kitchen Shelf,Mid-Range,33.23,65.91,0.4958,2020-03-03,Active
100555,NVX-100555,Essential Steel Outdoor Table,Atelier Home,2345,Garden,BBQ,Mid-Range,79.29,152.74,0.4809,2024-03-02,Active
100556,NVX-100556,Compact Glass Nightstand,Nordic Living,2322,Home Office,Filing Cabinet,Premium,100.5,176.89,0.4319,2025-07-18,Active
100557,NVX-100557,Essential Oak Storage Cabinet,Linea Design,2397,Home Office,Bookcase,Premium,36.14,73.95,0.5113,2020-01-12,Active
100558,NVX-100558,Contemporary Pine Outdoor Chair,Forma Casa,2355,Garden,Outdoor Table,Entry,66.8,132.08,0.4942,2025-04-05,Discontinued
100559,NVX-100559,Classic Pine Wall Light,Linea Design,2212,Bedroom,Chest of Drawers,Entry,286.64,514.43,0.4428,2020-01-02,Active
100560,NVX-100560,Comfort Fabric Bench,Atelier Home,2338,Living Room,Bookcase,Premium,985.48,1698.33,0.4197,2022-06-10,Active
100561,NVX-100561,Compact Walnut Bar Stool,Linea Design,2380,Kitchen,Kitchen Island,Premium,24.04,44.06,0.4544,2023-07-11,Active
100562,NVX-100562,Elegant Steel Desk,Lumina,2123,Storage,Plastic Box,Premium,144.15,284.21,0.4928,2025-04-14,Active
100563,NVX-100563,Natural Oak Table,HomeCraft,2355,Bedroom,Chest of Drawers,Mid-Range,269.04,473.35,0.4316,2026-10-28,Active
100564,NVX-100564,Compact Steel Nightstand,Lumina,2069,Home Office,Office Chair,Mid-Range,70.79,143.14,0.5054,2026-06-01,Discontinued
100565,NVX-100565,Natural Marble Outdoor Chair,UrbanNest,2107,Bedroom,Nightstand,Mid-Range,338.63,573.78,0.4098,2026-09-17,Active
100566,NVX-100566,Essential Velvet Outdoor Table,UrbanNest,2142,Home Office,Filing Cabinet,Premium,58.04,105.29,0.4488,2026-07-09,Active
100567,NVX-100567,Nordic Rattan Storage Box,Green Habitat,2321,Bedroom,Nightstand,Mid-Range,291.11,472.4,0.3838,2024-04-01,Active
100568,NVX-100568,Smart Metal Wall Light,HomeCraft,2179,Bedroom,Wardrobe,Entry,280.74,483.71,0.4196,2025-05-30,Active
100569,NVX-100569,Modern Oak Nightstand,Lumina,2191,Garden,Garden Storage,Entry,42.77,78.57,0.4556,2022-07-12,Active
100570,NVX-100570,Compact Oak Floor Lamp,Lumina,2023,Kitchen,Kitchen Island,Premium,68.96,119.67,0.4237,2024-02-04,Active
100571,NVX-100571,Comfort Glass Nightstand,Green Habitat,2303,Living Room,Coffee Table,Entry,1092.33,1754.05,0.3773,2026-07-21,Active
100572,NVX-100572,Classic Velvet Planter,HomeCraft,2372,Bedroom,Wardrobe,Premium,302.07,542.58,0.4433,2022-09-03,Active
100573,NVX-100573,Compact Walnut Bed,Linea Design,2265,Bathroom,Vanity Unit,Premium,67.77,136.82,0.5047,2024-03-05,Active
100574,NVX-100574,Classic Bamboo Armchair,Novexa Essentials,2044,Decoration,Clock,Mid-Range,76.12,168.37,0.5479,2022-10-24,Active
100575,NVX-100575,Modern Walnut Outdoor Chair,Oak & Stone,2266,Lighting,Wall Light,Premium,97.51,209.63,0.5348,2026-07-01,Active
100576,NVX-100576,Smart Steel Drawer,Lumina,2310,Living Room,Corner Sofa,Mid-Range,493.59,741.11,0.334,2022-01-30,Active
100577,NVX-100577,Minimalist Bamboo Chair,Linea Design,2234,Decoration,Mirror,Mid-Range,80.64,177.6,0.5459,2022-07-08,Discontinued
100578,NVX-100578,Elegant Walnut Shelf,Forma Casa,2357,Decoration,Clock,Premium,70.62,125.35,0.4366,2024-11-01,Active
100579,NVX-100579,Natural Bamboo Bar Stool,Forma Casa,2125,Storage,Plastic Box,Premium,59.57,101.84,0.4151,2025-04-19,Active
100580,NVX-100580,Nordic Marble Drawer,Linea Design,2370,Living Room,Sofa,Premium,463.21,716.42,0.3534,2021-01-21,Active
100581,NVX-100581,Compact Fabric Wardrobe,Forma Casa,2084,Home Office,Filing Cabinet,Mid-Range,99.57,185.42,0.463,2021-09-03,Active
100582,NVX-100582,Signature Steel Mirror,Novexa Essentials,2298,Kitchen,Dining Chair,Mid-Range,67.85,140.03,0.5155,2026-08-23,Active
100583,NVX-100583,Comfort Glass Outdoor Chair,Green Habitat,2015,Lighting,Desk Lamp,Mid-Range,37.66,68.54,0.4505,2023-03-28,Active
100584,NVX-100584,Classic Walnut Metal Rack,Nordic Living,2310,Home Office,Office Chair,Entry,92.56,198.76,0.5343,2022-09-12,Active
100585,NVX-100585,Classic Steel Basket,UrbanNest,2069,Storage,Plastic Box,Mid-Range,128.01,224.52,0.4299,2024-09-09,Active
100586,NVX-100586,Contemporary Ceramic Kitchen Island,Green Habitat,2066,Living Room,Armchair,Mid-Range,739.65,1058.31,0.3011,2020-09-24,Active
100587,NVX-100587,Essential Velvet Basket,Oak & Stone,2234,Living Room,Rug,Mid-Range,508.98,819.97,0.3793,2020-08-23,Discontinued
100588,NVX-100588,Modern Marble Outdoor Chair,Atelier Home,2035,Kitchen,Kitchen Cabinet,Premium,49.91,95.34,0.4765,2023-01-14,Active
100589,NVX-100589,Nordic Metal Coffee Table,Linea Design,2393,Lighting,Floor Lamp,Mid-Range,93.54,205.71,0.5453,2023-06-11,Active
100590,NVX-100590,Comfort Steel Outdoor Chair,Lumina,2199,Living Room,Sofa,Premium,532.54,881.69,0.396,2022-11-15,Active
100591,NVX-100591,Comfort Marble Pendant Light,UrbanNest,2057,Living Room,Sofa,Mid-Range,636.78,1035.58,0.3851,2020-05-26,Active
100592,NVX-100592,Nordic Metal Office Desk,HomeCraft,2209,Home Office,Office Chair,Mid-Range,120.94,260.52,0.5358,2022-06-18,Active
100593,NVX-100593,Comfort Bamboo Cabinet,Novexa Essentials,2291,Garden,Planter,Mid-Range,101.25,203.94,0.5035,2024-06-22,Active
100594,NVX-100594,Elegant Walnut TV Unit,Green Habitat,2156,Decoration,Mirror,Mid-Range,89.56,193.63,0.5375,2026-10-15,Active
100595,NVX-100595,Elegant Steel Kitchen Island,Green Habitat,2281,Garden,Outdoor Chair,Premium,62.08,108.16,0.426,2024-07-08,Active
100596,NVX-100596,Nordic Metal Sofa,Lumina,2041,Garden,Planter,Mid-Range,122.78,216.0,0.4316,2026-02-25,Active
100597,NVX-100597,Elegant Ceramic BBQ,UrbanNest,2347,Decoration,Vase,Premium,87.37,151.93,0.4249,2022-02-20,Active
